,0
0,0.1000899
1,0.1000899
2,0.1000899
3,0.1000899
4,0.1000899
5,0.1000899
6,0.1000899
7,0.1000899
8,0.1000899
9,0.1000899
10,0.1000899
11,0.1000899
12,0.1000899
13,0.1000899
14,0.1000899
15,0.1000899
16,0.1000899
17,0.1000899
18,0.1000899
19,0.1000899
20,0.1000899
21,0.1000899
22,0.1000899
23,0.1000899
24,0.1000899
25,0.1000899
26,0.1000899
27,0.1000899
28,0.1000899
29,0.1000899
30,0.1000899
31,0.1000899
32,0.1000899
33,0.1000899
34,0.1000899
35,0.1000899
36,0.1000899
37,0.1000899
38,0.1000899
39,0.1000899
40,0.1000899
41,0.1000899
42,0.1000899
43,0.1000899
44,0.1000899
45,0.1000899
46,0.1000899
47,0.1000899
48,0.1000899
49,0.1000899
50,0.1000899
51,0.1000899
52,0.1000899
53,0.1000899
54,0.1000899
55,0.1000899
56,0.1000899
57,0.1000899
58,0.1000899
59,0.1000899
60,0.1000899
61,0.1000899
62,0.1000899
63,0.1000899
64,0.1000899
65,0.1000899
66,0.1000899
67,0.1000899
68,0.1000899
69,0.1000899
70,0.1000899
71,0.1000899
72,0.1000899
73,0.1000899
74,0.1000899
75,0.1000899
76,0.1000899
77,0.1000899
78,0.1000899
79,0.1000899
80,0.1000899
81,0.1000899
82,0.1000899
83,0.1000899
84,0.1000899
85,0.1000899
86,0.1000899
87,0.1000899
88,0.1000899
89,0.1000899
90,0.1000899
91,0.1000899
92,0.1000899
93,0.1000899
94,0.1000899
95,0.1000899
96,0.1000899
97,0.1000899
98,0.1000899
99,0.1000899
100,0.1000899
101,0.1000899
102,0.1000899
103,0.1000899
104,0.1000899
105,0.1000899
106,0.1000899
107,0.1000899
108,0.1000899
109,0.1000899
110,0.1000899
111,0.1000899
112,0.1000899
113,0.1000899
114,0.1000899
115,0.1000899
116,0.1000899
117,0.1000899
118,0.1000899
119,0.1000899
120,0.1000899
121,0.1000899
122,0.1000899
123,0.1000899
124,0.1000899
125,0.1000899
126,0.1000899
127,0.1000899
128,0.1000899
129,0.1000899
130,0.1000899
131,0.1000899
132,0.1000899
133,0.1000899
134,0.1000899
135,0.1000899
136,0.1000899
137,0.1000899
138,0.1000899
139,0.1000899
140,0.1000899
141,0.1000899
142,0.1000899
143,0.1000899
144,0.1000899
145,0.1000899
146,0.1000899
147,0.1000899
148,0.1000899
149,0.1000899
150,0.1000899
151,0.1000899
152,0.1000899
153,0.1000899
154,0.1000899
155,0.1000899
156,0.1000899
157,0.1000899
158,0.1000899
159,0.1000899
160,0.1000899
161,0.1000899
162,0.1000899
163,0.1000899
164,0.1000899
165,0.1000899
166,0.1000899
167,0.1000899
168,0.1000899
169,0.1000899
170,0.1000899
171,0.1000899
172,0.1000899
173,0.1000899
174,0.1000899
175,0.1000899
176,0.1000899
177,0.1000899
178,0.1000899
179,0.1000899
180,0.1000899
181,0.1000899
182,0.1000899
183,0.1000899
184,0.1000899
185,0.1000899
186,0.1000899
187,0.1000899
188,0.1000899
189,0.1000899
190,0.1000899
191,0.1000899
192,0.1000899
193,0.1000899
194,0.1000899
195,0.1000899
196,0.1000899
197,0.1000899
198,0.1000899
199,0.1000899
200,0.1000899
201,0.1000899
202,0.1000899
203,0.1000899
204,0.1000899
205,0.1000899
206,0.1000899
207,0.1000899
208,0.1000899
209,0.1000899
210,0.1000899
211,0.1000899
212,0.1000899
213,0.1000899
214,0.1000899
215,0.1000899
216,0.1000899
217,0.1000899
218,0.1000899
219,0.1000899
220,0.1000899
221,0.1000899
222,0.1000899
223,0.1000899
224,0.1000899
225,0.1000899
226,0.1000899
227,0.1000899
228,0.1000899
229,0.1000899
230,0.1000899
231,0.1000899
232,0.1000899
233,0.1000899
234,0.1000899
235,0.1000899
236,0.1000899
237,0.1000899
238,0.1000899
239,0.1000899
240,0.1000899
241,0.1000899
242,0.1000899
243,0.1000899
244,0.1000899
245,0.1000899
246,0.1000899
247,0.1000899
248,0.1000899
249,0.1000899
250,0.1000899
251,0.1000899
252,0.1000899
253,0.1000899
254,0.1000899
255,0.1000899
256,0.1000899
257,0.1000899
258,0.1000899
259,0.1000899
260,0.1000899
261,0.1000899
262,0.1000899
263,0.1000899
264,0.1000899
265,0.1000899
266,0.1000899
267,0.1000899
268,0.1000899
269,0.1000899
270,0.1000899
271,0.1000899
272,0.1000899
273,0.1000899
274,0.1000899
275,0.1000899
276,0.1000899
277,0.1000899
278,0.1000899
279,0.1000899
280,0.1000899
281,0.1000899
282,0.1000899
283,0.1000899
284,0.1000899
285,0.1000899
286,0.1000899
287,0.1000899
288,0.1000899
289,0.1000899
290,0.1000899
291,0.1000899
292,0.1000899
293,0.1000899
294,0.1000899
295,0.1000899
296,0.1000899
297,0.1000899
298,0.1000899
299,0.1000899
300,0.1000899
301,0.1000899
302,0.1000899
303,0.1000899
304,0.1000899
305,0.1000899
306,0.1000899
307,0.1000899
308,0.1000899
309,0.1000899
310,0.1000899
311,0.1000899
312,0.1000899
313,0.1000899
314,0.1000899
315,0.1000899
316,0.1000899
317,0.1000899
318,0.1000899
319,0.1000899
320,0.1000899
321,0.1000899
322,0.1000899
323,0.1000899
324,0.1000899
325,0.1000899
326,0.1000899
327,0.1000899
328,0.1000899
329,0.1000899
330,0.1000899
331,0.1000899
332,0.1000899
333,0.1000899
334,0.1000899
335,0.1000899
336,0.1000899
337,0.1000899
338,0.1000899
339,0.1000899
340,0.1000899
341,0.1000899
342,0.1000899
343,0.1000899
344,0.1000899
345,0.1000899
346,0.1000899
347,0.1000899
348,0.1000899
349,0.1000899
350,0.1000899
351,0.1000899
352,0.1000899
353,0.1000899
354,0.1000899
355,0.1000899
356,0.1000899
357,0.1000899
358,0.1000899
359,0.1000899
360,0.1000899
361,0.1000899
362,0.1000899
363,0.1000899
364,0.1000899
365,0.1000899
366,0.1000899
367,0.1000899
368,0.1000899
369,0.1000899
370,0.1000899
371,0.1000899
372,0.1000899
373,0.1000899
374,0.1000899
375,0.1000899
376,0.1000899
377,0.1000899
378,0.1000899
379,0.1000899
380,0.1000899
381,0.1000899
382,0.1000899
383,0.1000899
384,0.1000899
385,0.1000899
386,0.1000899
387,0.1000899
388,0.1000899
389,0.1000899
390,0.1000899
391,0.1000899
392,0.1000899
393,0.1000899
394,0.1000899
395,0.1000899
396,0.1000899
397,0.1000899
398,0.1000899
399,0.1000899
400,0.1000899
401,0.1000899
402,0.1000899
403,0.1000899
404,0.1000899
405,0.1000899
406,0.1000899
407,0.1000899
408,0.1000899
409,0.1000899
410,0.1000899
411,0.1000899
412,0.1000899
413,0.1000899
414,0.1000899
415,0.1000899
416,0.1000899
417,0.1000899
418,0.1000899
419,0.1000899
420,0.1000899
421,0.1000899
422,0.1000899
423,0.1000899
424,0.1000899
425,0.1000899
426,0.1000899
427,0.1000899
428,0.1000899
429,0.1000899
430,0.1000899
431,0.1000899
432,0.1000899
433,0.1000899
434,0.1000899
435,0.1000899
436,0.1000899
437,0.1000899
438,0.1000899
439,0.1000899
440,0.1000899
441,0.1000899
442,0.1000899
443,0.1000899
444,0.1000899
445,0.1000899
446,0.1000899
447,0.1000899
448,0.1000899
449,0.1000899
450,0.1000899
451,0.1000899
452,0.1000899
453,0.1000899
454,0.1000899
455,0.1000899
456,0.1000899
457,0.1000899
458,0.1000899
459,0.1000899
460,0.1000899
461,0.1000899
462,0.1000899
463,0.1000899
464,0.1000899
465,0.1000899
466,0.1000899
467,0.1000899
468,0.1000899
469,0.1000899
470,0.1000899
471,0.1000899
472,0.1000899
473,0.1000899
474,0.1000899
475,0.1000899
476,0.1000899
477,0.1000899
478,0.1000899
479,0.1000899
480,0.1000899
481,0.1000899
482,0.1000899
483,0.1000899
484,0.1000899
485,0.1000899
486,0.1000899
487,0.1000899
488,0.1000899
489,0.1000899
490,0.1000899
491,0.1000899
492,0.1000899
493,0.1000899
494,0.1000899
495,0.1000899
496,0.1000899
497,0.1000899
498,0.1000899
499,0.1000899
500,0.1000899
501,0.1000899
502,0.1000899
503,0.1000899
504,0.1000899
505,0.1000899
506,0.1000899
507,0.1000899
508,0.1000899
509,0.1000899
510,0.1000899
511,0.1000899
512,0.1000899
513,0.1000899
514,0.1000899
515,0.1000899
516,0.1000899
517,0.1000899
518,0.1000899
519,0.1000899
520,0.1000899
521,0.1000899
522,0.1000899
523,0.1000899
524,0.1000899
525,0.1000899
526,0.1000899
527,0.1000899
528,0.1000899
529,0.1000899
530,0.1000899
531,0.1000899
532,0.1000899
533,0.1000899
534,0.1000899
535,0.1000899
536,0.1000899
537,0.1000899
538,0.1000899
539,0.1000899
540,0.1000899
541,0.1000899
542,0.1000899
543,0.1000899
544,0.1000899
545,0.1000899
546,0.1000899
547,0.1000899
548,0.1000899
549,0.1000899
550,0.1000899
551,0.1000899
552,0.1000899
553,0.1000899
554,0.1000899
555,0.1000899
556,0.1000899
557,0.1000899
558,0.1000899
559,0.1000899
560,0.1000899
561,0.1000899
562,0.1000899
563,0.1000899
564,0.1000899
565,0.1000899
566,0.1000899
567,0.1000899
568,0.1000899
569,0.1000899
570,0.1000899
571,0.1000899
572,0.1000899
573,0.1000899
574,0.1000899
575,0.1000899
576,0.1000899
577,0.1000899
578,0.1000899
579,0.1000899
580,0.1000899
581,0.1000899
582,0.1000899
583,0.1000899
584,0.1000899
585,0.1000899
586,0.1000899
587,0.1000899
588,0.1000899
589,0.1000899
590,0.1000899
591,0.1000899
592,0.1000899
593,0.1000899
594,0.1000899
595,0.1000899
596,0.1000899
597,0.1000899
598,0.1000899
599,0.1000899
600,0.1000899
601,0.1000899
602,0.1000899
603,0.1000899
604,0.1000899
605,0.1000899
606,0.1000899
607,0.1000899
608,0.1000899
609,0.1000899
610,0.1000899
611,0.1000899
612,0.1000899
613,0.1000899
614,0.1000899
615,0.1000899
616,0.1000899
617,0.1000899
618,0.1000899
619,0.1000899
620,0.1000899
621,0.1000899
622,0.1000899
623,0.1000899
624,0.1000899
625,0.1000899
626,0.1000899
627,0.1000899
628,0.1000899
629,0.1000899
630,0.1000899
631,0.1000899
632,0.1000899
633,0.1000899
634,0.1000899
635,0.1000899
636,0.1000899
637,0.1000899
638,0.1000899
639,0.1000899
640,0.1000899
641,0.1000899
642,0.1000899
643,0.1000899
644,0.1000899
645,0.1000899
646,0.1000899
647,0.1000899
648,0.1000899
649,0.1000899
650,0.1000899
651,0.1000899
652,0.1000899
653,0.1000899
654,0.1000899
655,0.1000899
656,0.1000899
657,0.1000899
658,0.1000899
659,0.1000899
660,0.1000899
661,0.1000899
662,0.1000899
663,0.1000899
664,0.1000899
665,0.1000899
666,0.1000899
667,0.1000899
668,0.1000899
669,0.1000899
670,0.1000899
671,0.1000899
672,0.1000899
673,0.1000899
674,0.1000899
675,0.1000899
676,0.1000899
677,0.1000899
678,0.1000899
679,0.1000899
680,0.1000899
681,0.1000899
682,0.1000899
683,0.1000899
684,0.1000899
685,0.1000899
686,0.1000899
687,0.1000899
688,0.1000899
689,0.1000899
690,0.1000899
691,0.1000899
692,0.1000899
693,0.1000899
694,0.1000899
695,0.1000899
696,0.1000899
697,0.1000899
698,0.1000899
699,0.1000899
700,0.1000899
701,0.1000899
702,0.1000899
703,0.1000899
704,0.1000899
705,0.1000899
706,0.1000899
707,0.1000899
708,0.1000899
709,0.1000899
710,0.1000899
711,0.1000899
712,0.1000899
713,0.1000899
714,0.1000899
715,0.1000899
716,0.1000899
717,0.1000899
718,0.1000899
719,0.1000899
720,0.1000899
721,0.1000899
722,0.1000899
723,0.1000899
724,0.1000899
725,0.1000899
726,0.1000899
727,0.1000899
728,0.1000899
729,0.1000899
730,0.1000899
731,0.1000899
732,0.1000899
733,0.1000899
734,0.1000899
735,0.1000899
736,0.1000899
737,0.1000899
738,0.1000899
739,0.1000899
740,0.1000899
741,0.1000899
742,0.1000899
743,0.1000899
744,0.1000899
745,0.1000899
746,0.1000899
747,0.1000899
748,0.1000899
749,0.1000899
750,0.1000899
751,0.1000899
752,0.1000899
753,0.1000899
754,0.1000899
755,0.1000899
756,0.1000899
757,0.1000899
758,0.1000899
759,0.1000899
760,0.1000899
761,0.1000899
762,0.1000899
763,0.1000899
764,0.1000899
765,0.1000899
766,0.1000899
767,0.1000899
768,0.1000899
769,0.1000899
770,0.1000899
771,0.1000899
772,0.1000899
773,0.1000899
774,0.1000899
775,0.1000899
776,0.1000899
777,0.1000899
778,0.1000899
779,0.1000899
780,0.1000899
781,0.1000899
782,0.1000899
783,0.1000899
784,0.1000899
785,0.1000899
786,0.1000899
787,0.1000899
788,0.1000899
789,0.1000899
790,0.1000899
791,0.1000899
792,0.1000899
793,0.1000899
794,0.1000899
795,0.1000899
796,0.1000899
797,0.1000899
798,0.1000899
799,0.1000899
800,0.1000899
801,0.1000899
802,0.1000899
803,0.1000899
804,0.1000899
805,0.1000899
806,0.1000899
807,0.1000899
808,0.1000899
809,0.1000899
810,0.1000899
811,0.1000899
812,0.1000899
813,0.1000899
814,0.1000899
815,0.1000899
816,0.1000899
817,0.1000899
818,0.1000899
819,0.1000899
820,0.1000899
821,0.1000899
822,0.1000899
823,0.1000899
824,0.1000899
825,0.1000899
826,0.1000899
827,0.1000899
828,0.1000899
829,0.1000899
830,0.1000899
831,0.1000899
832,0.1000899
833,0.1000899
834,0.1000899
835,0.1000899
836,0.1000899
837,0.1000899
838,0.1000899
839,0.1000899
840,0.1000899
841,0.1000899
842,0.1000899
843,0.1000899
844,0.1000899
845,0.1000899
846,0.1000899
847,0.1000899
848,0.1000899
849,0.1000899
850,0.1000899
851,0.1000899
852,0.1000899
853,0.1000899
854,0.1000899
855,0.1000899
856,0.1000899
857,0.1000899
858,0.1000899
859,0.1000899
860,0.1000899
861,0.1000899
862,0.1000899
863,0.1000899
864,0.1000899
865,0.1000899
866,0.1000899
867,0.1000899
868,0.1000899
869,0.1000899
870,0.1000899
871,0.1000899
872,0.1000899
873,0.1000899
874,0.1000899
875,0.1000899
876,0.1000899
877,0.1000899
878,0.1000899
879,0.1000899
880,0.1000899
881,0.1000899
882,0.1000899
883,0.1000899
884,0.1000899
885,0.1000899
886,0.1000899
887,0.1000899
888,0.1000899
889,0.1000899
890,0.1000899
891,0.1000899
892,0.1000899
893,0.1000899
894,0.1000899
895,0.1000899
896,0.1000899
897,0.1000899
898,0.1000899
899,0.1000899
900,0.1000899
901,0.1000899
902,0.1000899
903,0.1000899
904,0.1000899
905,0.1000899
906,0.1000899
907,0.1000899
908,0.1000899
909,0.1000899
910,0.1000899
911,0.1000899
912,0.1000899
913,0.1000899
914,0.1000899
915,0.1000899
916,0.1000899
917,0.1000899
918,0.1000899
919,0.1000899
920,0.1000899
921,0.1000899
922,0.1000899
923,0.1000899
924,0.1000899
925,0.1000899
926,0.1000899
927,0.1000899
928,0.1000899
929,0.1000899
930,0.1000899
931,0.1000899
932,0.1000899
933,0.1000899
934,0.1000899
935,0.1000899
936,0.1000899
937,0.1000899
938,0.1000899
939,0.1000899
940,0.1000899
941,0.1000899
942,0.1000899
943,0.1000899
944,0.1000899
945,0.1000899
946,0.1000899
947,0.1000899
948,0.1000899
949,0.1000899
950,0.1000899
951,0.1000899
952,0.1000899
953,0.1000899
954,0.1000899
955,0.1000899
956,0.1000899
957,0.1000899
958,0.1000899
959,0.1000899
960,0.1000899
961,0.1000899
962,0.1000899
963,0.1000899
964,0.1000899
965,0.1000899
966,0.1000899
967,0.1000899
968,0.1000899
969,0.1000899
970,0.1000899
971,0.1000899
972,0.1000899
973,0.1000899
974,0.1000899
975,0.1000899
976,0.1000899
977,0.1000899
978,0.1000899
979,0.1000899
980,0.1000899
981,0.1000899
982,0.1000899
983,0.1000899
984,0.1000899
985,0.1000899
986,0.1000899
987,0.1000899
988,0.1000899
989,0.1000899
990,0.1000899
991,0.1000899
992,0.1000899
993,0.1000899
994,0.1000899
995,0.1000899
996,0.1000899
997,0.1000899
998,0.1000899
999,0.1000899
1000,0.1000899
1001,0.1000899
1002,0.1000899
1003,0.1000899
1004,0.1000899
1005,0.1000899
1006,0.1000899
1007,0.1000899
1008,0.1000899
1009,0.1000899
1010,0.1000899
1011,0.1000899
1012,0.1000899
1013,0.1000899
1014,0.1000899
1015,0.1000899
1016,0.1000899
1017,0.1000899
1018,0.1000899
1019,0.1000899
1020,0.1000899
1021,0.1000899
1022,0.1000899
1023,0.1000899
1024,0.1000899
1025,0.1000899
1026,0.1000899
1027,0.1000899
1028,0.1000899
1029,0.1000899
1030,0.1000899
1031,0.1000899
1032,0.1000899
1033,0.1000899
1034,0.1000899
1035,0.1000899
1036,0.1000899
1037,0.1000899
1038,0.1000899
1039,0.1000899
1040,0.1000899
1041,0.1000899
1042,0.1000899
1043,0.1000899
1044,0.1000899
1045,0.1000899
1046,0.1000899
1047,0.1000899
1048,0.1000899
1049,0.1000899
1050,0.1000899
1051,0.1000899
1052,0.1000899
1053,0.1000899
1054,0.1000899
1055,0.1000899
1056,0.1000899
1057,0.1000899
1058,0.1000899
1059,0.1000899
1060,0.1000899
1061,0.1000899
1062,0.1000899
1063,0.1000899
1064,0.1000899
1065,0.1000899
1066,0.1000899
1067,0.1000899
1068,0.1000899
1069,0.1000899
1070,0.1000899
1071,0.1000899
1072,0.1000899
1073,0.1000899
1074,0.1000899
1075,0.1000899
1076,0.1000899
1077,0.1000899
1078,0.1000899
1079,0.1000899
1080,0.1000899
1081,0.1000899
1082,0.1000899
1083,0.1000899
1084,0.1000899
1085,0.1000899
1086,0.1000899
1087,0.1000899
1088,0.1000899
1089,0.1000899
1090,0.1000899
1091,0.1000899
1092,0.1000899
1093,0.1000899
1094,0.1000899
1095,0.1000899
1096,0.1000899
1097,0.1000899
1098,0.1000899
1099,0.1000899
1100,0.1000899
1101,0.1000899
1102,0.1000899
1103,0.1000899
1104,0.1000899
1105,0.1000899
1106,0.1000899
1107,0.1000899
1108,0.1000899
1109,0.1000899
1110,0.1000899
1111,0.1000899
1112,0.1000899
1113,0.1000899
1114,0.1000899
1115,0.1000899
1116,0.1000899
1117,0.1000899
1118,0.1000899
1119,0.1000899
1120,0.1000899
1121,0.1000899
1122,0.1000899
1123,0.1000899
1124,0.1000899
1125,0.1000899
1126,0.1000899
1127,0.1000899
1128,0.1000899
1129,0.1000899
1130,0.1000899
1131,0.1000899
1132,0.1000899
1133,0.1000899
1134,0.1000899
1135,0.1000899
1136,0.1000899
1137,0.1000899
1138,0.1000899
1139,0.1000899
1140,0.1000899
1141,0.1000899
1142,0.1000899
1143,0.1000899
1144,0.1000899
1145,0.1000899
1146,0.1000899
1147,0.1000899
1148,0.1000899
1149,0.1000899
1150,0.1000899
1151,0.1000899
1152,0.1000899
1153,0.1000899
1154,0.1000899
1155,0.1000899
1156,0.1000899
1157,0.1000899
1158,0.1000899
1159,0.1000899
1160,0.1000899
1161,0.1000899
1162,0.1000899
1163,0.1000899
1164,0.1000899
1165,0.1000899
1166,0.1000899
1167,0.1000899
1168,0.1000899
1169,0.1000899
1170,0.1000899
1171,0.1000899
1172,0.1000899
1173,0.1000899
1174,0.1000899
1175,0.1000899
1176,0.1000899
1177,0.1000899
1178,0.1000899
1179,0.1000899
1180,0.1000899
1181,0.1000899
1182,0.1000899
1183,0.1000899
1184,0.1000899
1185,0.1000899
1186,0.1000899
1187,0.1000899
1188,0.1000899
1189,0.1000899
1190,0.1000899
1191,0.1000899
1192,0.1000899
1193,0.1000899
1194,0.1000899
1195,0.1000899
1196,0.1000899
1197,0.1000899
1198,0.1000899
1199,0.1000899
1200,0.1000899
1201,0.1000899
1202,0.1000899
1203,0.1000899
1204,0.1000899
1205,0.1000899
1206,0.1000899
1207,0.1000899
1208,0.1000899
1209,0.1000899
1210,0.1000899
1211,0.1000899
1212,0.1000899
1213,0.1000899
1214,0.1000899
1215,0.1000899
1216,0.1000899
1217,0.1000899
1218,0.1000899
1219,0.1000899
1220,0.1000899
1221,0.1000899
1222,0.1000899
1223,0.1000899
1224,0.1000899
1225,0.1000899
1226,0.1000899
1227,0.1000899
1228,0.1000899
1229,0.1000899
1230,0.1000899
1231,0.1000899
1232,0.1000899
1233,0.1000899
1234,0.1000899
1235,0.1000899
1236,0.1000899
